FL_DATE,OP_CARRIER,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,AIR_TIME,DISTANCE
2023-08-06,UA,EWR,CLT,2125,2125,11.0,11,20,20,14.0,0,0,175.0,156.0,1225.0
2023-07-16,UA,MCO,CLT,2120,2120,29.0,13,129,129,8.0,0,0,249.0,230.0,1650.0
2023-11-25,AA,LAX,DFW,650,650,-28.0,14,804,804,-22.0,0,0,74.0,55.0,245.0
2023-11-25,WN,IAH,PHX,1025,1025,3.0,17,1130,1130,4.0,0,0,65.0,42.0,207.0
2023-12-25,WN,LAS,LAX,640,640,-7.0,17,832,832,4.0,0,0,112.0,85.0,595.0
2023-01-10,AA,MIA,LAS,1105,1105,22.0,25,1648,1648,19.0,0,0,343.0,314.0,2358.0
2023-10-28,UA,MIA,DFW,2135,2135,-7.0,12,125,125,1.0,0,0,230.0,210.0,1577.0
2023-09-22,AS,CLT,SFO,1025,1025,-2.0,15,1404,1404,-3.0,0,0,219.0,198.0,1362.0
2023-08-22,UA,DEN,EWR,755,755,-17.0,10,1342,1342,-15.0,0,0,347.0,331.0,2565.0
2023-04-25,AA,MIA,MCO,1430,1430,-11.0,22,1738,1738,-13.0,0,0,188.0,155.0,1073.0
2023-06-21,WN,LAX,EWR,840,840,-5.0,31,1009,1009,2.0,0,0,89.0,49.0,506.0
2023-06-25,NK,ORD,DEN,1715,1715,-18.0,16,2034,2034,-3.0,0,0,199.0,176.0,1254.0
2023-09-02,WN,EWR,JFK,1535,1535,13.0,12,1815,1815,13.0,0,0,160.0,142.0,897.0
2023-04-27,AA,MCO,LAX,1550,1550,-9.0,10,1655,1655,-7.0,0,0,65.0,51.0,225.0
2023-10-01,AA,PHX,IAH,1540,1540,-3.0,32,1856,1856,1.0,0,0,196.0,155.0,1187.0
2023-10-15,DL,EWR,CLT,1515,1515,-2.0,34,1625,1625,-11.0,0,0,70.0,26.0,298.0
2023-03-04,WN,CLT,LAS,1635,1635,20.0,25,1831,1831,17.0,0,0,116.0,87.0,710.0
2023-12-18,WN,LAS,MIA,610,610,-16.0,17,725,725,-7.0,0,0,75.0,53.0,267.0
2023-06-29,DL,SEA,LAX,1940,1940,-14.0,10,2336,2336,-10.0,0,0,236.0,218.0,1619.0
2023-03-11,DL,MIA,MCO,525,525,-6.0,8,830,830,1.0,0,0,185.0,168.0,1205.0
2023-10-12,UA,JFK,LAS,1500,1500,-12.0,16,1611,1611,-4.0,0,0,71.0,46.0,257.0
2023-06-15,WN,MIA,SEA,915,915,-21.0,13,1418,1418,-15.0,0,0,303.0,279.0,2276.0
2023-07-04,DL,PHX,SEA,1045,1045,18.0,9,1223,1223,21.0,0,0,98.0,81.0,463.0
2023-07-03,UA,DEN,LAS,2135,2135,17.0,20,2344,2344,13.0,0,0,129.0,102.0,684.0
2023-10-15,WN,MIA,DEN,1820,1820,5.0,29,1951,1951,2.0,0,0,91.0,51.0,341.0
2023-01-13,AA,SFO,ATL,1825,1825,14.0,31,1940,1940,12.0,0,0,75.0,36.0,312.0
2023-12-07,AA,JFK,CLT,825,825,-8.0,10,1243,1243,-3.0,0,0,258.0,240.0,1664.0
2023-10-31,NK,ATL,EWR,1210,1210,1.0,32,1717,1717,2.0,0,0,307.0,267.0,2016.0
2023-04-07,WN,PHX,DFW,1715,1715,37.0,11,1953,1953,30.0,0,0,158.0,137.0,874.0
2023-10-18,WN,SFO,JFK,2115,2115,32.0,25,302,302,11.0,0,0,347.0,316.0,2409.0
2023-07-02,AA,MCO,DFW,830,830,-8.0,26,1312,1312,-3.0,0,0,282.0,251.0,2137.0
2023-05-30,AA,MCO,ORD,2250,2250,0.0,34,341,341,-3.0,0,0,291.0,252.0,2114.0
2023-11-07,AA,MCO,ORD,1305,1305,-30.0,20,1606,1606,-24.0,0,0,181.0,153.0,1147.0
2023-08-08,B6,CLT,IAH,1555,1555,3.0,24,1712,1712,5.0,0,0,77.0,44.0,382.0
2023-06-01,NK,EWR,DFW,710,710,6.0,8,959,959,18.0,0,0,169.0,153.0,1041.0
2023-08-24,WN,MIA,LAX,1340,1340,11.0,18,1919,1919,-0.0,0,0,339.0,311.0,2347.0
2023-05-12,AA,ORD,SEA,1545,1545,3.0,30,1648,1648,-9.0,0,0,63.0,24.0,188.0
2023-05-16,WN,LAS,CLT,1935,1935,14.0,22,2149,2149,24.0,0,0,134.0,108.0,744.0
2023-10-20,AA,LAX,ATL,2130,2130,-15.0,9,253,253,-2.0,0,0,323.0,303.0,
2023-12-19,WN,DFW,MCO,1855,1855,-5.0,14,2323,2323,-2.0,0,0,268.0,247.0,1902.0
2023-09-17,AS,LAS,ORD,535,535,-6.0,9,1116,1116,-3.0,0,0,341.0,325.0,2342.0
2023-10-19,WN,ATL,LAX,1145,1145,74.0,28,1745,1745,89.0,0,0,360.0,325.0,2523.0
2023-09-29,DL,JFK,MIA,2230,2230,-3.0,20,106,106,-10.0,0,0,156.0,128.0,936.0
2023-04-14,AA,ORD,ATL,915,915,8.0,28,1341,1341,13.0,0,0,266.0,227.0,1850.0
2023-01-30,DL,DEN,MCO,720,720,-28.0,25,950,950,-16.0,0,0,150.0,115.0,734.0
2023-07-13,WN,IAH,JFK,1555,1555,-3.0,25,2134,2134,-1.0,0,0,339.0,309.0,
2023-12-09,AA,LAS,ATL,1835,1835,30.0,34,2149,2149,13.0,0,0,194.0,152.0,1257.0
2023-08-19,DL,MIA,ORD,845,845,7.0,32,1358,1358,-5.0,0,0,313.0,270.0,2212.0
2023-12-11,B6,SEA,DFW,1205,1205,-21.0,15,1838,1838,-11.0,0,0,393.0,373.0,2767.0
2023-02-06,B6,DEN,CLT,2135,2135,2.0,9,2312,2312,1.0,0,0,97.0,79.0,516.0
2023-02-14,DL,SFO,PHX,1315,1315,-14.0,30,1633,1633,-10.0,0,0,198.0,157.0,1320.0
2023-02-23,B6,JFK,PHX,1915,1915,-0.0,30,2354,2354,10.0,0,0,279.0,238.0,1816.0
2023-03-12,UA,CLT,LAX,1410,1410,24.0,8,1525,1525,19.0,0,0,75.0,57.0,285.0
2023-04-15,WN,SEA,MCO,1535,1535,6.0,30,1821,1821,17.0,0,0,166.0,125.0,908.0
2023-12-14,AA,MCO,LAX,1310,1310,-2.0,14,1718,1718,18.0,0,0,248.0,230.0,1693.0
2023-04-02,NK,DFW,DEN,635,635,-7.0,18,1211,1211,-12.0,0,0,336.0,307.0,2372.0
2023-11-03,UA,MIA,MCO,920,920,-3.0,29,1412,1412,3.0,0,0,292.0,256.0,1911.0
2023-03-19,NK,EWR,LAX,815,815,-12.0,11,1252,1252,-2.0,0,0,277.0,258.0,1870.0
2023-06-15,AA,MCO,LAX,1240,1240,-17.0,16,1647,1647,-4.0,0,0,247.0,222.0,1682.0
2023-01-08,F9,DFW,CLT,2110,2110,7.0,17,46,46,2.0,0,0,216.0,195.0,1351.0
2023-04-23,DL,ATL,MCO,2010,2010,24.0,22,2131,2131,30.0,0,0,81.0,48.0,356.0
2023-03-25,AA,DFW,SFO,515,515,9.0,17,751,751,11.0,0,0,156.0,128.0,956.0
2023-03-06,DL,EWR,DFW,855,855,-6.0,26,1030,1030,-2.0,0,0,95.0,65.0,404.0
2023-08-27,WN,DFW,ATL,2015,2015,24.0,24,159,159,12.0,0,0,344.0,312.0,2524.0
2023-05-13,WN,CLT,ORD,1120,1120,-7.0,28,1224,1224,-11.0,0,0,64.0,27.0,284.0
2023-10-05,UA,DEN,EWR,1105,1105,-3.0,22,1337,1337,12.0,0,0,152.0,123.0,812.0
2023-10-09,AA,ATL,LAX,755,755,21.0,24,1208,1208,4.0,0,0,253.0,219.0,1753.0
2023-11-17,AA,ORD,SEA,1430,1430,3.0,26,1534,1534,-2.0,0,0,64.0,31.0,290.0
2023-03-31,AS,DFW,SEA,1350,1350,-21.0,17,1607,1607,-10.0,0,0,137.0,116.0,687.0
2023-08-15,AS,CLT,PHX,1935,1935,-5.0,10,2228,2228,2.0,0,0,173.0,153.0,1158.0
2023-02-09,F9,IAH,MCO,845,845,-14.0,25,1135,1135,-4.0,0,0,170.0,137.0,1047.0
2023-06-14,UA,MCO,CLT,2135,2135,16.0,34,2329,2329,23.0,0,0,114.0,71.0,439.0
2023-10-22,WN,EWR,SFO,1550,1550,331.0,29,2211,2211,334.0,0,0,381.0,348.0,2789.0
2023-09-10,WN,EWR,DEN,2145,2145,19.0,27,202,202,22.0,0,0,257.0,222.0,1763.0
2023-04-12,NK,ORD,MIA,1345,1345,24.0,8,1743,1743,17.0,0,0,238.0,222.0,1622.0
2023-11-03,AA,ORD,DFW,715,715,11.0,25,1057,1057,13.0,0,0,222.0,191.0,1351.0
2023-03-14,DL,IAH,CLT,730,730,-15.0,14,827,827,-18.0,0,0,57.0,39.0,172.0
2023-04-16,UA,MIA,JFK,1125,1125,47.0,23,1530,1530,,0,0,245.0,217.0,1603.0
2023-09-20,NK,PHX,CLT,530,530,-41.0,12,806,806,-21.0,0,0,156.0,140.0,1017.0
2023-08-20,WN,LAS,IAH,1530,1530,6.0,17,1731,1731,18.0,0,0,121.0,95.0,460.0
2023-08-01,DL,DEN,JFK,1935,1935,61.0,10,2305,2305,62.0,0,0,210.0,192.0,1293.0
2023-06-27,AS,ATL,MCO,1315,1315,-6.0,17,1528,1528,-12.0,0,0,133.0,105.0,754.0
2023-08-27,NK,SEA,LAX,745,745,-6.0,28,1238,1238,-6.0,0,0,293.0,255.0,2118.0
2023-01-10,DL,MCO,IAH,1305,1305,-5.0,18,1820,1820,-1.0,0,0,315.0,289.0,2220.0
2023-04-16,UA,IAH,EWR,1610,1610,14.0,8,1928,1928,18.0,0,0,198.0,179.0,1289.0
2023-06-12,NK,MCO,JFK,2105,2105,9.0,17,2217,2217,12.0,0,0,72.0,45.0,342.0
2023-01-15,NK,LAS,ORD,1240,1240,-1.0,20,1706,1706,-7.0,0,0,266.0,242.0,1883.0
2023-02-14,WN,IAH,MIA,1305,1305,-12.0,16,1423,1423,-12.0,0,0,78.0,54.0,307.0
2023-01-02,WN,CLT,LAX,500,500,-29.0,16,837,837,-24.0,0,0,217.0,194.0,1435.0
2023-05-20,WN,JFK,IAH,2025,2025,-23.0,30,2207,2207,-22.0,0,0,102.0,66.0,640.0
2023-03-07,UA,ATL,SEA,550,550,-6.0,20,715,715,-1.0,0,0,85.0,55.0,383.0
2023-12-20,NK,MIA,ATL,955,955,6.0,10,1501,1501,16.0,0,0,306.0,287.0,2166.0
2023-09-24,AA,SFO,ORD,1500,1500,11.0,8,1659,1659,7.0,0,0,119.0,104.0,779.0
2023-08-02,UA,EWR,CLT,1500,1500,26.0,31,2121,2121,35.0,0,0,381.0,346.0,2713.0
2023-08-21,AA,CLT,ORD,745,745,-10.0,8,924,924,0.0,0,0,99.0,80.0,407.0
2023-09-11,AA,LAS,CLT,1040,1040,1.0,22,1651,1651,11.0,0,0,371.0,345.0,2591.0
2023-02-15,UA,PHX,ATL,1845,1845,0.0,19,2311,2311,1.0,0,0,266.0,239.0,1641.0
2023-09-19,AS,JFK,LAX,2105,2105,-40.0,14,2252,2252,-26.0,0,0,107.0,89.0,487.0
2023-07-09,AA,SFO,DFW,545,545,-4.0,15,858,858,2.0,0,0,193.0,167.0,1281.0
2023-07-26,WN,LAS,ORD,1500,1500,2.0,19,1627,1627,9.0,0,0,87.0,60.0,475.0
2023-11-09,DL,PHX,SFO,1930,1930,1.0,16,20,20,-4.0,0,0,290.0,264.0,1916.0
2023-01-25,UA,CLT,LAS,850,850,-13.0,24,1337,1337,2.0,0,0,287.0,253.0,1944.0
2023-12-17,F9,IAH,CLT,1450,1450,-1.0,30,1847,1847,5.0,0,0,237.0,199.0,1586.0
2023-10-06,UA,SEA,SFO,2040,2040,-1.0,9,1,1,2.0,0,0,201.0,181.0,1359.0
2023-02-22,AA,MCO,SEA,1745,1745,12.0,20,1906,1906,19.0,0,0,81.0,56.0,196.0
2023-11-20,DL,SEA,LAS,1645,1645,-2.0,32,1744,1744,-3.0,0,0,59.0,20.0,189.0
2023-02-05,DL,DFW,JFK,1400,1400,-2.0,11,1827,1827,5.0,0,0,267.0,251.0,1807.0
2023-01-02,WN,PHX,ATL,1435,1435,63.0,31,1948,1948,62.0,0,0,313.0,278.0,2195.0
2023-03-05,AA,DFW,ORD,815,815,-0.0,15,1221,1221,-7.0,0,0,246.0,226.0,1736.0
2023-12-18,DL,JFK,LAX,1840,1840,9.0,33,2034,2034,13.0,0,0,114.0,76.0,670.0
2023-11-15,NK,SEA,MIA,535,535,-17.0,26,1131,1131,-11.0,0,0,356.0,323.0,2542.0
2023-01-14,NK,MIA,ORD,815,815,28.0,20,1217,1217,46.0,0,0,242.0,218.0,1797.0
2023-03-30,DL,PHX,JFK,1335,1335,-25.0,27,1656,1656,-24.0,0,0,201.0,164.0,1284.0
2023-02-16,UA,CLT,LAS,1135,1135,191.0,18,1359,1359,205.0,0,0,144.0,121.0,783.0
2023-11-07,UA,SFO,CLT,640,640,-1.0,14,1247,1247,-8.0,0,0,367.0,342.0,2579.0
2023-07-26,AA,DFW,DEN,1050,1050,27.0,29,1216,1216,29.0,0,0,86.0,50.0,400.0
2023-03-06,WN,EWR,LAX,2210,2210,16.0,14,225,225,27.0,0,0,255.0,231.0,1706.0
2023-09-23,B6,ATL,MIA,1325,1325,12.0,26,1820,1820,6.0,0,0,295.0,263.0,2008.0
2023-02-27,UA,EWR,CLT,2000,2000,88.0,21,5,5,85.0,0,0,245.0,219.0,1485.0
2023-03-06,AA,DEN,DFW,855,855,5.0,26,1246,1246,1.0,0,0,231.0,196.0,1582.0
2023-09-26,WN,MCO,ORD,2020,2020,-8.0,25,2231,2231,5.0,0,0,131.0,99.0,604.0
2023-09-03,WN,ATL,ORD,755,755,-7.0,30,1431,1431,1.0,0,0,396.0,361.0,2782.0
2023-01-13,UA,SFO,MIA,2225,2225,13.0,27,211,211,14.0,0,0,226.0,191.0,1471.0
2023-05-12,NK,EWR,SEA,2105,2105,8.0,34,2225,2225,7.0,0,0,80.0,42.0,250.0
2023-06-25,WN,JFK,SFO,1840,1840,7.0,8,25,25,10.0,0,0,345.0,328.0,2353.0
2023-09-10,UA,ATL,IAH,1900,1900,15.0,15,2312,2312,18.0,0,0,252.0,232.0,1626.0
2023-02-08,AA,LAS,SEA,2105,2105,-4.0,11,123,123,7.0,0,0,258.0,236.0,1795.0
2023-06-02,AA,EWR,PHX,2045,2045,-7.0,30,2258,2258,4.0,0,0,133.0,99.0,747.0
2023-05-15,WN,DEN,JFK,950,950,-29.0,28,1120,1120,-25.0,0,0,90.0,56.0,358.0
2023-01-15,WN,JFK,DFW,535,535,-4.0,25,806,806,-6.0,0,0,151.0,116.0,863.0
2023-03-24,DL,JFK,CLT,1810,1810,4.0,29,2225,2225,5.0,0,0,255.0,219.0,1505.0
2023-10-18,AA,EWR,DEN,2255,2255,-20.0,20,449,449,-11.0,0,0,354.0,323.0,2530.0
2023-09-26,DL,LAX,SEA,2015,2015,1.0,11,229,229,7.0,0,0,374.0,356.0,2589.0
2023-05-04,AA,DEN,SEA,1810,1810,-4.0,23,2236,2236,-7.0,0,0,266.0,237.0,1783.0
2023-03-03,UA,SFO,DFW,830,830,5.0,34,1207,1207,-9.0,0,0,217.0,173.0,1313.0
2023-02-23,UA,JFK,PHX,1220,1220,14.0,15,1748,1748,19.0,0,0,328.0,305.0,2272.0
2023-01-01,WN,ORD,SFO,925,925,4.0,21,1201,1201,5.0,0,0,156.0,125.0,813.0
2023-07-08,UA,MCO,IAH,1855,1855,10.0,30,2334,2334,9.0,0,0,279.0,245.0,2053.0
2023-04-07,UA,MCO,LAS,1945,1945,3.0,15,2326,2326,8.0,0,0,221.0,198.0,1460.0
2023-06-26,WN,CLT,LAX,1440,1440,-4.0,26,1619,1619,-1.0,0,0,99.0,63.0,368.0
2023-05-28,B6,LAS,LAX,1155,1155,-11.0,19,1300,1300,0.0,0,0,65.0,41.0,310.0
2023-07-22,WN,LAS,SEA,1610,1610,-11.0,29,2045,2045,-2.0,0,0,275.0,236.0,1789.0
2023-01-29,WN,ATL,MIA,810,810,-5.0,28,1107,1107,1.0,0,0,177.0,145.0,1050.0
2023-03-31,NK,MCO,EWR,2000,2000,5.0,31,141,141,5.0,0,0,341.0,306.0,2483.0
2023-11-26,AA,MIA,DEN,905,905,9.0,15,1205,1205,11.0,0,0,180.0,156.0,1149.0
2023-04-22,WN,JFK,SEA,2110,2110,-4.0,26,325,325,15.0,0,0,375.0,345.0,2680.0
2023-03-11,DL,LAX,ORD,1455,1455,-3.0,13,2127,2127,3.0,0,0,392.0,375.0,2762.0
2023-11-10,UA,DFW,LAS,1825,1825,35.0,22,14,14,21.0,0,0,349.0,323.0,2445.0
2023-11-18,AA,LAS,MIA,2145,2145,-13.0,13,329,329,-6.0,0,0,344.0,326.0,2366.0
2023-05-15,F9,EWR,CLT,1040,1040,10.0,10,1213,1213,21.0,0,0,93.0,73.0,565.0
2023-03-02,AA,DEN,ATL,1730,1730,84.0,15,2223,2223,81.0,0,0,293.0,274.0,2135.0
2023-03-03,NK,EWR,JFK,840,840,11.0,10,929,929,8.0,0,0,49.0,28.0,202.0
2023-01-04,WN,DEN,JFK,515,515,-12.0,31,822,822,-1.0,0,0,187.0,148.0,1105.0
2023-04-29,WN,JFK,LAX,925,925,10.0,34,1359,1359,10.0,0,0,274.0,233.0,1960.0
2023-02-13,WN,ATL,PHX,1815,1815,-9.0,26,2220,2220,-7.0,0,0,245.0,210.0,1550.0
2023-01-03,DL,ORD,SFO,1210,1210,4.0,16,1328,1328,,0,0,78.0,58.0,235.0
2023-04-23,DL,EWR,SEA,820,820,104.0,24,1205,1205,118.0,0,0,225.0,192.0,1509.0
2023-12-19,DL,SFO,CLT,2255,2255,19.0,10,122,122,15.0,0,0,147.0,126.0,708.0
2023-10-09,UA,ATL,LAS,1250,1250,16.0,20,1822,1822,21.0,0,0,332.0,307.0,2386.0
2023-08-18,UA,ORD,DEN,945,945,19.0,27,1436,1436,16.0,0,0,291.0,255.0,2009.0
2023-07-16,AA,JFK,PHX,1755,1755,48.0,11,1943,1943,56.0,0,0,108.0,89.0,580.0
2023-04-16,DL,MIA,DEN,2135,2135,1.0,14,112,112,2.0,0,0,217.0,197.0,1404.0
2023-02-19,AS,MIA,LAS,525,525,-11.0,28,940,940,-6.0,0,0,255.0,221.0,1840.0
2023-08-21,WN,MIA,JFK,915,915,-8.0,15,1501,1501,,0,0,346.0,325.0,2504.0
2023-01-09,WN,DFW,MIA,2225,2225,123.0,21,419,419,121.0,0,0,354.0,325.0,2490.0
2023-11-30,WN,JFK,ORD,1215,1215,11.0,28,1648,1648,9.0,0,0,273.0,240.0,1744.0
2023-01-02,AA,MIA,SEA,2215,2215,-23.0,14,211,211,-8.0,0,0,236.0,211.0,1595.0
2023-12-09,DL,LAX,IAH,955,955,-40.0,11,1409,1409,-23.0,0,0,254.0,237.0,1708.0
2023-06-10,UA,LAS,SFO,855,855,-5.0,29,1443,1443,1.0,0,0,348.0,311.0,2325.0
2023-10-06,WN,ATL,DFW,2150,2150,20.0,11,348,348,10.0,0,0,358.0,338.0,2568.0
2023-10-01,F9,EWR,LAX,1605,1605,10.0,23,1858,1858,3.0,0,0,173.0,141.0,1033.0
2023-02-04,DL,IAH,LAX,2005,2005,20.0,11,30,30,41.0,0,0,265.0,245.0,1883.0
2023-02-18,WN,IAH,SFO,1735,1735,13.0,32,11,11,14.0,0,0,396.0,355.0,2585.0
2023-04-29,AA,ORD,IAH,1625,1625,17.0,16,1835,1835,15.0,0,0,130.0,108.0,700.0
2023-07-08,DL,ATL,JFK,555,555,12.0,16,839,839,14.0,0,0,164.0,140.0,979.0
2023-03-28,B6,SFO,EWR,2105,2105,21.0,29,16,16,21.0,0,0,191.0,153.0,1234.0
2023-04-21,UA,IAH,LAX,1050,1050,-16.0,14,1644,1644,-9.0,0,0,354.0,332.0,2533.0
2023-09-03,UA,EWR,IAH,605,605,-11.0,8,1228,1228,-8.0,0,0,383.0,369.0,2714.0
2023-10-06,NK,MCO,IAH,1240,1240,16.0,30,1754,1754,35.0,0,0,314.0,274.0,2250.0
2023-06-06,AA,JFK,PHX,1200,1200,46.0,9,1659,1659,41.0,0,0,299.0,279.0,1969.0
2023-01-02,B6,DEN,ORD,1625,1625,4.0,29,1832,1832,-5.0,0,0,127.0,94.0,780.0
2023-12-06,WN,CLT,IAH,1500,1500,-28.0,11,2011,2011,-12.0,0,0,311.0,293.0,2252.0
2023-01-15,UA,CLT,LAS,835,835,-18.0,34,1208,1208,-9.0,0,0,213.0,168.0,1381.0
2023-10-20,WN,ORD,EWR,1445,1445,14.0,13,1939,1939,6.0,0,0,294.0,274.0,2014.0
2023-05-01,DL,IAH,MCO,1520,1520,-14.0,17,2016,2016,-11.0,0,0,296.0,273.0,1976.0
2023-04-12,UA,CLT,EWR,515,515,2.0,23,644,644,-3.0,0,0,89.0,61.0,536.0
2023-06-24,B6,EWR,PHX,2045,2045,-7.0,23,2148,2148,4.0,0,0,63.0,32.0,157.0
2023-08-01,DL,MCO,PHX,1930,1930,1.0,19,2225,2225,1.0,0,0,175.0,152.0,1039.0
2023-12-23,DL,ORD,MIA,1730,1730,25.0,24,2209,2209,29.0,0,0,279.0,248.0,1936.0
2023-09-11,AA,SFO,ATL,1645,1645,8.0,10,2259,2259,12.0,0,0,374.0,360.0,2676.0
2023-06-21,NK,DEN,SEA,1155,1155,-4.0,14,1725,1725,-3.0,0,0,330.0,312.0,2296.0
2023-01-21,DL,LAX,MCO,1505,1505,-6.0,9,2122,2122,-4.0,0,0,377.0,357.0,2643.0
2023-03-19,NK,PHX,ORD,645,645,-15.0,18,819,819,-22.0,0,0,94.0,70.0,338.0
2023-12-31,DL,JFK,DEN,505,505,9.0,29,1107,1107,2.0,0,0,362.0,322.0,2603.0
2023-04-28,WN,MIA,SFO,555,555,-29.0,14,835,835,-29.0,0,0,160.0,135.0,962.0
2023-05-07,B6,MIA,LAS,950,950,94.0,14,1606,1606,83.0,0,0,376.0,351.0,2634.0
2023-11-06,DL,SFO,MCO,1205,1205,-5.0,32,1257,1257,5.0,0,0,52.0,14.0,182.0
2023-04-27,UA,IAH,ORD,2215,2215,17.0,22,331,331,15.0,0,0,316.0,286.0,2333.0
2023-03-08,B6,CLT,EWR,1645,1645,9.0,18,2249,2249,11.0,0,0,364.0,335.0,2465.0
2023-03-15,UA,CLT,PHX,1210,1210,-6.0,15,1553,1553,6.0,0,0,223.0,204.0,1361.0
2023-12-06,NK,IAH,ORD,1330,1330,27.0,20,1935,1935,22.0,0,0,365.0,337.0,2637.0
2023-04-24,UA,LAS,PHX,1435,1435,-11.0,21,1828,1828,-3.0,0,0,233.0,202.0,1414.0
2023-04-13,WN,DEN,ATL,1500,1500,-11.0,23,1903,1903,-17.0,0,0,243.0,211.0,1736.0
2023-06-13,NK,EWR,LAS,655,655,20.0,23,858,858,20.0,0,0,123.0,94.0,753.0
2023-09-05,WN,JFK,LAS,1800,1800,4.0,15,1908,1908,10.0,0,0,68.0,48.0,255.0
2023-03-24,UA,LAX,ORD,1215,1215,2.0,28,1312,1312,2.0,0,0,57.0,19.0,159.0
2023-06-30,UA,EWR,LAX,630,630,10.0,17,748,748,12.0,0,0,78.0,51.0,210.0
2023-09-29,AA,SFO,SEA,1315,1315,70.0,16,1728,1728,80.0,0,0,253.0,227.0,1724.0
2023-11-21,WN,DFW,LAS,2030,2030,-8.0,34,2324,2324,-4.0,0,0,174.0,130.0,1204.0
2023-09-20,DL,SFO,ATL,2200,2200,7.0,32,322,322,-4.0,0,0,322.0,281.0,2294.0
2023-07-19,AS,PHX,EWR,1740,1740,4.0,31,2325,2325,-4.0,0,0,345.0,304.0,2376.0
2023-02-24,AA,IAH,SFO,1155,1155,-0.0,17,1648,1648,2.0,0,0,293.0,267.0,1820.0
2023-04-07,DL,LAX,ORD,1805,1805,-19.0,26,1940,1940,-11.0,0,0,95.0,64.0,501.0
2023-11-02,AA,PHX,MIA,2255,2255,1.0,29,250,250,1.0,0,0,235.0,197.0,1582.0
2023-12-01,AS,JFK,SFO,1005,1005,81.0,17,1320,1320,69.0,0,0,195.0,170.0,1300.0
2023-04-30,WN,IAH,DEN,740,740,5.0,8,1255,1255,11.0,0,0,315.0,301.0,2088.0
2023-10-13,DL,LAX,JFK,830,830,-23.0,19,1330,1330,-15.0,0,0,300.0,271.0,2137.0
2023-04-09,DL,ATL,ORD,1640,1640,3.0,23,2036,2036,6.0,0,0,236.0,204.0,1728.0
2023-12-01,AA,MCO,PHX,840,840,-15.0,31,1337,1337,-3.0,0,0,297.0,259.0,1913.0
2023-08-14,UA,DFW,ATL,1015,1015,-18.0,27,1504,1504,-20.0,0,0,289.0,252.0,2034.0
2023-06-19,WN,CLT,SFO,1325,1325,37.0,25,1934,1934,29.0,0,0,369.0,335.0,2627.0
2023-01-22,WN,DFW,SFO,1355,1355,1.0,32,1516,1516,-3.0,0,0,81.0,44.0,453.0
2023-12-20,WN,CLT,ORD,1645,1645,79.0,20,1918,1918,84.0,0,0,153.0,125.0,918.0
2023-03-31,WN,DEN,LAS,640,640,-20.0,20,1128,1128,-16.0,0,0,288.0,264.0,2037.0
2023-12-17,AS,LAX,ATL,740,740,-15.0,19,1359,1359,-3.0,0,0,379.0,356.0,2751.0
2023-03-13,UA,MIA,ORD,1230,1230,-11.0,17,1544,1544,-8.0,0,0,194.0,167.0,1254.0
2023-04-01,WN,SEA,ATL,1945,1945,-13.0,12,2324,2324,1.0,0,0,219.0,197.0,1433.0
2023-08-14,AS,ATL,MIA,900,900,-17.0,9,1520,1520,-13.0,0,0,380.0,361.0,2770.0
2023-02-25,AA,DFW,ATL,1435,1435,6.0,29,1806,1806,2.0,0,0,211.0,174.0,1445.0
2023-06-02,WN,CLT,PHX,1755,1755,8.0,23,2156,2156,25.0,0,0,241.0,213.0,1661.0
2023-10-02,WN,SFO,ATL,2200,2200,19.0,25,219,219,21.0,0,0,259.0,223.0,1891.0
2023-03-01,WN,MIA,IAH,1810,1810,2.0,19,19,19,-1.0,0,0,369.0,339.0,2635.0
2023-01-02,WN,PHX,SFO,830,830,-15.0,21,1432,1432,1.0,0,0,362.0,336.0,2608.0
2023-03-13,B6,DFW,DEN,725,725,111.0,14,1222,1222,117.0,0,0,297.0,275.0,2024.0
2023-10-21,NK,DEN,SEA,1850,1850,414.0,16,2042,2042,418.0,0,0,112.0,91.0,511.0
2023-04-24,NK,EWR,CLT,1045,1045,4.0,18,1359,1359,17.0,0,0,194.0,167.0,1166.0
2023-10-17,F9,EWR,IAH,2225,2225,12.0,28,25,25,15.0,0,0,120.0,85.0,550.0
2023-03-21,WN,DFW,JFK,2025,2025,27.0,33,2210,2210,18.0,0,0,105.0,66.0,465.0
2023-02-25,WN,EWR,DFW,1830,1830,1.0,10,2136,2136,10.0,0,0,186.0,172.0,1359.0
2023-03-10,B6,JFK,SFO,1045,1045,18.0,9,1218,1218,19.0,0,0,93.0,78.0,533.0
2023-07-30,AA,JFK,ATL,1655,1655,-11.0,11,2017,2017,-2.0,0,0,202.0,185.0,1281.0
2023-02-24,WN,LAX,IAH,545,545,-5.0,19,1210,1210,5.0,0,0,385.0,361.0,2722.0
2023-09-01,AA,SFO,DEN,1415,1415,12.0,34,1638,1638,9.0,0,0,143.0,98.0,965.0
2023-11-03,UA,LAX,ORD,1230,1230,7.0,14,1631,1631,4.0,0,0,241.0,223.0,1510.0
2023-12-01,AA,CLT,JFK,1155,1155,2.0,34,1256,1256,9.0,0,0,61.0,20.0,193.0
2023-03-31,WN,DEN,IAH,905,905,0.0,18,1037,1037,6.0,0,0,92.0,69.0,287.0
